gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Fibro	Mac
FGF5	P12034	False	FGF5_HUMAN		CPI-SS076D8A297	0.001	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS00E68BB92	0.03	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0BF3ED143	1.369	1.704
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0CB6968B9	0.18	0.067
SPP1	P10451	False	OSTP_HUMAN		CPI-SS0C1BD22BC	1.11	1.485
FGF1	P05230	False	FGF1_HUMAN		CPI-SS068C742A1	0.273	0.207
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS085EE60B1	0.23	0.456
INHA	P05111	False	INHA_HUMAN		CPI-SS0FB37E079	0.012	0.0
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS0D46E2B45	0.028	0.0
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SS0178F5C45	0.142	0.219
FCER2	P06734	False	FCER2_HUMAN		CPI-SS000568A0E	0.004	0.056
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SS0ACD487F0	0.038	0.079
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	0.069	0.038
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0F9D53834	0.295	0.08
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS01158CABF	0.001	0.0
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS055E061C9	0.283	0.252
GLRA2	P23416	False	GLRA2_HUMAN		CPI-SS02904BE32	0.001	0.0
CXADR	P78310	False	CXAR_HUMAN		CPI-SS033CB0BB2	0.106	0.138
ADGRG5	Q8IZF4	False	AGRG5_HUMAN		CPI-SS0AFC7BACF	0.003	0.0
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS072E1E27A	0.001	0.0
CNR2	P34972	False	CNR2_HUMAN		CPI-SS00E3EB9FE	0.006	0.041
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS02246DA17	0.0	0.03
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0F52745F3	0.086	0.312
FCGR2A	P12318	False	FCG2A_HUMAN		CPI-SS0C17BB772	0.012	0.204
CD80	P33681	False	CD80_HUMAN		CPI-SS08F13AD5C	0.001	0.035
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0B02DE712	0.768	0.579
ADGRL1	O94910	False	AGRL1_HUMAN		CPI-SS09375CA29	0.221	0.03
EGF	P01133	False	EGF_HUMAN		CPI-SS00A953C3A	1.391	2.351
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS0BF9FA3F2	0.046	0.031
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0F4D30D5A	0.768	0.579
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0E25CE362	0.768	0.579
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0055264F3	0.768	0.579
EGFR	P00533	False	EGFR_HUMAN		CPI-SS00EDDD458	0.768	0.579
CD74	P04233	False	HG2A_HUMAN		CPI-SS0ABC5C1B8	0.112	0.946
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0481D83A4	0.768	0.579
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0D4C221B8	0.173	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS08CA619FE	0.768	0.579
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0DA033F03	0.109	0.117
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0C4E86714	0.24	0.167
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0A19E9C34	0.768	0.579
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS06BC4D123	0.046	0.031
EGFR	P00533	False	EGFR_HUMAN		CPI-SS088A0A760	0.768	0.579
CD74	P04233	False	HG2A_HUMAN		CPI-SS0302E8E8F	0.112	0.946
MTNR1B	P49286	False	MTR1B_HUMAN		CPI-SS04C3EC52C	0.004	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS07F042076	0.768	0.579
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0C10824C7	0.768	0.579
CD44	P16070	False	CD44_HUMAN		CPI-SS0632A027A	0.05	0.219
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS03098AC28	1.644	2.698
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS03C51D352	0.0	0.039
TFRC	P02786	False	TFR1_HUMAN		CPI-SS03133B4F2	0.085	0.211
CD40	P25942	False	TNR5_HUMAN		CPI-SS0F00D756A	0.091	0.071
CD74	P04233	False	HG2A_HUMAN		CPI-SS09808DEAE	0.112	0.946
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS09C4FCB90	0.173	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0E9A581F8	0.173	0.0
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0A4F27388	0.109	0.117
FAS	P25445	False	TNR6_HUMAN		CPI-SS03A0C857B	0.113	0.093
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0ADA587B4	0.004	0.0
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS00A6D366F	0.056	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS06F83AE58	0.05	0.219
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS074CF011C	1.644	2.698
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0DE0A486F	1.57	1.088
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0E00478B4	1.402	0.358
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0855C0353	1.57	1.088
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0D22A09AD	1.402	0.358
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0E61DB5DF	0.48	0.62
NRP1	O14786	False	NRP1_HUMAN		CPI-SS033E6DE7E	1.57	1.088
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0947A8549	0.48	0.62
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS098425155	0.023	0.033
NRP1	O14786	False	NRP1_HUMAN		CPI-SS08083B141	1.57	1.088
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0F15C1AB3	1.402	0.358
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0241A1F57	1.402	0.358
TNF	P01375	False	TNFA_HUMAN		CPI-SS03FA58286	0.0	0.074
CD1D	P15813	False	CD1D_HUMAN		CPI-SS0EAB03260	0.006	0.0
CCK	P06307	False	CCKN_HUMAN		CPI-SS00AD71822	0.047	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	0.003	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0795802F6	0.003	0.0
CSF1	P09603	False	CSF1_HUMAN		CPI-SS03105D292	0.149	0.063
CCL4	P13236	False	CCL4_HUMAN		CPI-SS05BA6D9C3	0.003	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.14	0.186
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0BA601DC4	0.017	0.0
NTF3	P20783	False	NTF3_HUMAN		CPI-SS093E05DD4	0.209	0.117
NTF4	P34130	False	NTF4_HUMAN		CPI-SS088C1035B	0.001	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS09A36B221	0.017	0.0
GRN	P28799	False	GRN_HUMAN		CPI-SS07CCAD9BF	0.094	0.154
COPA	P53621	False	COPA_HUMAN		CPI-SS04F3A1E5C	0.616	0.57
BDNF	P23560	False	BDNF_HUMAN		CPI-SS03F0B666C	0.017	0.0
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS06E42DB13	0.001	0.0
KLRB1	Q12918	False	KLRB1_HUMAN		CPI-SS0E292C126	0.002	0.0
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02A0FF87F	0.107	0.076
TNF	P01375	False	TNFA_HUMAN		CPI-SS0F8EFEECF	0.0	0.074
TNF	P01375	False	TNFA_HUMAN		CPI-SS02EBC1BB0	0.0	0.074
DLL1	O00548	False	DLL1_HUMAN		CPI-SS04A5D6B6F	0.013	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0B81F1BF5	0.0	0.074
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0AB21032D	0.195	0.162
TNF	P01375	False	TNFA_HUMAN		CPI-SS09C917D22	0.0	0.074
VEGFD	O43915	False	VEGFD_HUMAN		CPI-SS0D883FFF1	0.478	0.113
TNF	P01375	False	TNFA_HUMAN		CPI-SS03B8E2D7A	0.0	0.074
ICOSLG	O75144	False	ICOSL_HUMAN		CPI-SS0E4B1484B	0.142	0.171
TNF	P01375	False	TNFA_HUMAN		CPI-SS04B4619D0	0.0	0.074
TNF	P01375	False	TNFA_HUMAN		CPI-SS08B7D54A3	0.0	0.074
TNF	P01375	False	TNFA_HUMAN		CPI-SS0E7D5974D	0.0	0.074
TNF	P01375	False	TNFA_HUMAN		CPI-SS048A2311A	0.0	0.074
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0DEDA3567	0.181	0.288
TNF	P01375	False	TNFA_HUMAN		CPI-SS0FBC9234C	0.0	0.074
PTN	P21246	False	PTN_HUMAN		CPI-SS00F4DDF4B	0.03	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS034B442CE	0.0	0.074
CCK	P06307	False	CCKN_HUMAN		CPI-SS0EA96C304	0.047	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS003610FF9	0.0	0.03
CCRL2	O00421	False	CCRL2_HUMAN		CPI-SS056BE1011	0.011	0.037
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS0F8C664D9	0.0	0.03
CCR6	P51684	False	CCR6_HUMAN		CPI-SS07F015051	0.001	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0FAF4BB9E	0.086	0.312
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS08E13FAF2	0.004	0.034
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0DD547726	0.01	0.321
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0DBA4D668	0.086	0.312
ACKR3	P25106	False	ACKR3_HUMAN		CPI-SS07155793F	0.084	0.15
NGFR	P08138	False	TNR16_HUMAN		CPI-SS09F430F14	0.004	0.0
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0A93C11C8	0.004	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS01BCB9360	0.189	0.077
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0BA3A1C3A	0.004	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS0C23EF34B	0.189	0.077
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS027CDEA08	0.3	0.487
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS012B7C21D	0.171	0.079
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS003C9A532	0.3	0.487
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0607D1101	0.171	0.079
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS02770D68F	0.3	0.487
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS08C3D27F7	0.171	0.079
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0C4D54E39	0.439	0.145
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B42AD9EF	0.171	0.079
FZD6	O60353	False	FZD6_HUMAN		CPI-SS0FA326344	0.072	0.114
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B87FE6E0	0.171	0.079
CD46	P15529	False	MCP_HUMAN		CPI-SS01A07768A	0.462	0.376
FZD9	O00144	False	FZD9_HUMAN		CPI-SS09FF3A1EA	0.004	0.0
CCL24	O00175	False	CCL24_HUMAN		CPI-SS0B7BC0E4D	0.001	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0CF0E4DE9	0.027	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS08B249DBA	0.027	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0CB2E8B21	0.004	0.0
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS083B5EBAB	0.002	0.0
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS00AEC3818	0.009	0.0
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS0FDAB7BA8	0.036	0.089
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS080683E15	0.036	0.089
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0EFE0B07A	0.83	0.288
CALCA	P01258	False	CALC_HUMAN		CPI-SS015B2F961	0.006	0.0
CALCA	P06881	False	CALCA_HUMAN		CPI-SS0F531DDEB	0.006	0.0
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS0C2437E0D	0.002	0.0
GHRH	P01286	False	SLIB_HUMAN		CPI-SS003AFD9BA	0.002	0.0
NPPA	P01160	False	ANF_HUMAN		CPI-SS04A7BCE8D	0.0	0.04
NPPA	P01160	False	ANF_HUMAN		CPI-SS0230EE330	0.0	0.04
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.037	0.181
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0984C2931	0.012	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-SS0472C478C	0.014	0.078
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0CB863B46	0.082	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	0.037	0.181
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0FEEB187C	0.037	0.181
PDGFA	P04085	False	PDGFA_HUMAN		CPI-SS0B70EB09E	0.121	0.081
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0CB4F2FE4	0.037	0.181
PTN	P21246	False	PTN_HUMAN		CPI-SS04E690D72	0.03	0.0
PTN	P21246	False	PTN_HUMAN		CPI-SS05D7900BF	0.03	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS048604E28	0.012	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0D782F60B	0.053	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS080C0EEB8	0.012	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0B2D5BA95	0.082	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0CA020C34	0.053	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0E4DE8215	0.006	0.037
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0D81C6C1D	0.06	0.033
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0261EA048	0.012	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS01C2BA5C8	0.082	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SS02C418D99	0.006	0.037
BMP7	P18075	False	BMP7_HUMAN		CPI-SS0097929A7	0.014	0.078
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0E32BEF02	0.082	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0D4F593F1	0.082	0.0
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS01DCC7684	0.018	0.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS03E450F99	0.049	0.039
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0D5DBB634	0.001	0.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0F81DBF22	0.007	0.0
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS028688B7B	0.471	0.87
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0C56C483F	0.082	0.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SS0331C5A49	0.022	0.041
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0E7CBFD03	0.082	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS002673EFE	0.082	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0F26BB901	0.006	0.037
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS073F3FAD5	0.082	0.0
TNFRSF11B	O00300	False	TR11B_HUMAN		CPI-SS0AD0ED887	0.003	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0E0BCE16F	0.535	0.274
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS039799099	0.535	0.274
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS07833475A	0.535	0.274
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS038E93B77	0.535	0.274
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0907A7598	1.369	1.704
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0649EA05F	0.062	0.11
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS07A9A501C	0.024	0.03
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS07A0F4D73	0.535	0.274
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS01D785DBA	1.369	1.704
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0883B7EE4	0.024	0.03
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0BF490275	0.535	0.274
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06A0B20BD	1.369	1.704
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0E63AB61E	0.018	0.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0EBFE1854	0.049	0.039
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS05B4EB419	0.001	0.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0659DBE72	0.007	0.0
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0FC01B947	0.471	0.87
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS087E0E3FB	0.122	0.097
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0816A4ED4	0.062	0.11
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D1AE5C79	0.024	0.03
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS00D9A0644	1.369	1.704
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS02E314589	1.369	1.704
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS02C29C238	0.024	0.03
CD96	P40200	False	TACT_HUMAN		CPI-SS03F821467	0.0	0.053
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0CC898553	1.369	1.704
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0658257AC	0.062	0.11
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS098F416C1	1.369	1.704
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0A69F13A3	0.053	0.0
BMP2	P12643	False	BMP2_HUMAN		CPI-SS016B7C7D6	0.043	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0C2561156	0.006	0.037
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0B8083B44	0.06	0.033
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS01469637C	0.008	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0423580E5	0.013	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS060B82BBC	0.132	0.034
DLL1	O00548	False	DLL1_HUMAN		CPI-SS047232C64	0.013	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B99F22A2	0.132	0.034
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS0938C6980	0.03	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS035E5A708	0.001	0.0
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0BFB29A42	0.195	0.162
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS08FAC0A55	0.195	0.162
PLXNB1	O43157	False	PLXB1_HUMAN		CPI-SS0CCCF7C69	0.035	0.0
CD72	P21854	False	CD72_HUMAN		CPI-SS06AA638A8	0.013	0.122
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0C0A61F92	0.195	0.162
VEGFD	O43915	False	VEGFD_HUMAN		CPI-SS0EBA5A4D8	0.478	0.113
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0C03F7CDC	0.386	0.575
CD160	O95971	False	BY55_HUMAN		CPI-SS0879B8E95	0.005	0.0
MIF	P14174	False	MIF_HUMAN		CPI-SS02ACCF1F7	0.118	0.091
BTLA	Q7Z6A9	False	BTLA_HUMAN		CPI-SS08330207B	0.004	0.106
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0B34CBA4B	0.018	0.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0FF49C823	0.049	0.039
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS08A54963F	0.018	0.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS046F6F0C1	0.049	0.039
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0C875BA24	0.018	0.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS09CA492BA	0.049	0.039
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0D81D9F5E	0.018	0.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0762B455F	0.049	0.039
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS079EF5D9C	0.001	0.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0008137B6	0.007	0.0
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS09E3F5044	0.471	0.87
TNFRSF11B	O00300	False	TR11B_HUMAN		CPI-SS073811AB3	0.003	0.0
CXCR6	O00574	False	CXCR6_HUMAN		CPI-SS00F282936	0.013	0.127
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0AFE077D8	0.004	0.034
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS03165AD8C	0.004	0.034
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS091B461CB	0.004	0.034
CCR10	P46092	False	CCR10_HUMAN		CPI-SS064C772FE	0.001	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0D34B5517	0.004	0.034
CCR10	P46092	False	CCR10_HUMAN		CPI-SS0B2979A10	0.001	0.0
PODXL	O00592	False	PODXL_HUMAN		CPI-SS08920B6FF	0.218	0.34
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0A28DCA72	0.83	0.288
NPPA	P01160	False	ANF_HUMAN		CPI-SS032AD1183	0.0	0.04
NRG2	O14511	False	NRG2_HUMAN		CPI-SS053613259	0.142	0.039
NRG2	O14511	False	NRG2_HUMAN		CPI-SS0E063192D	0.142	0.039
BTC	P35070	False	BTC_HUMAN		CPI-SS0F0D7F25C	0.023	0.055
NRG3	P56975	False	NRG3_HUMAN		CPI-SS0D5E30C6C	0.019	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0BD5C2A23	0.273	0.625
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0708FE6FF	0.273	0.625
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0E075E5AF	0.273	0.625
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0978D28AB	0.273	0.625
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS02572E1EF	0.273	0.625
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SS0057AB387	0.004	0.0
